2000 α=0.8 
-11.000000 11.000000
-11.000000 11.000000
-11.000000 11.000000
RCUBE(8.000000e-01) -3.699195e+00 1.767121e+00 3.908486e+00 0.271983 0.872589 -0.405726 -0.683342 -0.121726 -0.719880 -0.677546 0.473044 0.563170  3.199972e-01 5.892596e-01 3.322422e-01
RCUBE(8.000000e-01) 3.977318e+00 4.763808e+00 -4.860243e+00 0.452792 -0.781290 -0.429611 0.753115 0.077208 0.653343 -0.477281 -0.619375 0.623360  4.146509e-01 4.553203e-01 3.101800e-01
RCUBE(8.000000e-01) 4.762494e+00 -6.233568e+00 6.704831e-01 0.489801 0.263347 -0.831110 -0.609291 -0.578450 -0.542365 -0.623585 0.772039 -0.122871  2.531851e-01 4.342645e-01 5.250914e-01
RCUBE(8.000000e-01) -3.404496e+00 1.830184e+00 -2.496761e+00 0.444978 0.793681 -0.414809 -0.470061 0.601254 0.646170 0.762258 -0.092546 0.640623  4.211183e-01 4.687321e-01 2.958541e-01
RCUBE(8.000000e-01) 1.632083e-02 -3.220392e+00 -2.121574e+00 0.773222 0.326324 0.543728 0.150360 0.738635 -0.657123 -0.616052 0.589857 0.522063  4.504715e-01 4.066312e-01 3.027827e-01
RCUBE(8.000000e-01) -3.344988e+00 -2.162135e+00 -5.524692e+00 0.806803 -0.455909 -0.375787 -0.559439 -0.384969 -0.734049 0.189994 0.802462 -0.565647  4.625998e-01 4.548352e-01 3.246584e-01
RCUBE(8.000000e-01) -2.892354e+00 -1.744908e+00 5.885733e+00 -0.373282 -0.122598 0.919582 0.123499 -0.988974 -0.081718 0.919461 0.083064 0.384307  3.712707e-01 6.629150e-01 3.721896e-01
RCUBE(8.000000e-01) 3.000975e-01 -6.509005e-01 5.686073e+00 -0.484595 -0.741903 0.463409 0.607502 0.095726 0.788529 -0.629372 0.663639 0.404319  2.656638e-01 3.980066e-01 4.655786e-01
RCUBE(8.000000e-01) -1.501699e+00 -3.622685e+00 -1.537602e+00 -0.755567 -0.319510 -0.571866 -0.629889 0.594081 0.500307 0.179882 0.738228 -0.650124  4.285761e-01 4.074653e-01 2.967758e-01
RCUBE(8.000000e-01) -2.713819e-01 -7.359292e+00 -2.750378e+00 -0.124137 -0.278018 0.952521 0.032411 0.958298 0.283928 -0.991736 0.066118 -0.109950  5.877229e-01 4.209779e-01 3.642822e-01
RCUBE(8.000000e-01) -1.882233e+00 -5.441086e+00 5.398292e+00 0.224579 0.698476 -0.679482 0.732490 0.338872 0.590444 0.642669 -0.630315 -0.435523  3.983225e-01 3.616275e-01 3.292148e-01
RCUBE(8.000000e-01) 4.321290e+00 2.011411e+00 -6.729704e-01 -0.740700 -0.629504 0.234708 -0.385781 0.684541 0.618528 -0.550033 0.367598 -0.749890  3.935230e-01 3.059855e-01 4.072089e-01
RCUBE(8.000000e-01) 2.379502e-01 1.502625e+00 2.538010e+00 0.649905 0.087949 0.754910 -0.610042 0.652783 0.449137 -0.453291 -0.752422 0.477899  3.089296e-01 4.186319e-01 4.220727e-01
RCUBE(8.000000e-01) -3.725402e-01 4.736217e+00 4.998758e-01 -0.035387 -0.999343 -0.007818 -0.559238 0.013318 0.828900 -0.828252 0.033705 -0.559342  2.212420e-01 8.439726e-01 2.432969e-01
RCUBE(8.000000e-01) 6.334372e+00 2.703997e+00 -3.701699e+00 0.533390 -0.390950 0.750102 -0.818588 -0.461974 0.341312 0.213092 -0.796077 -0.566439  4.778300e-01 4.363667e-01 3.465995e-01
RCUBE(8.000000e-01) -5.909040e+00 -2.872253e+00 -1.800563e+00 0.155560 -0.485448 0.860314 0.791092 0.582794 0.185808 -0.591586 0.651683 0.474694  4.459089e-01 1.879340e-01 5.645157e-01
RCUBE(8.000000e-01) -5.617035e+00 -1.418019e+00 -1.229652e+00 -0.644168 -0.049441 -0.763284 0.624753 -0.609731 -0.487761 -0.441283 -0.791065 0.423658  2.985199e-01 4.674280e-01 4.264226e-01
RCUBE(8.000000e-01) 7.871069e+00 -4.570139e-01 2.183011e-01 -0.996892 0.070466 -0.035215 0.075449 0.725560 -0.684010 -0.022649 -0.684541 -0.728622  9.324124e-01 1.414124e-01 1.854211e-01
RCUBE(8.000000e-01) 1.320685e+00 -2.866104e+00 -4.887042e+00 -0.460398 0.575665 0.675754 0.124866 0.795658 -0.592737 -0.878887 -0.188516 -0.438200  5.920230e-01 4.404195e-01 1.997658e-01
RCUBE(8.000000e-01) -6.745902e+00 -3.506197e+00 -2.058569e+00 -0.552248 0.652726 0.518625 -0.832185 -0.468846 -0.296061 0.049908 -0.595091 0.802107  5.184097e-01 2.334962e-01 4.681855e-01
RCUBE(8.000000e-01) 3.250854e+00 -4.888200e+00 -4.734400e-03 -0.621499 0.658302 0.424708 -0.239962 -0.676032 0.696706 0.745759 0.331088 0.578121  4.111494e-01 3.371853e-01 3.432702e-01
RCUBE(8.000000e-01) -7.276557e-01 -1.342709e-01 1.321870e+00 -0.604073 0.648165 0.463657 0.456529 0.758330 -0.465314 -0.653205 -0.069411 -0.753993  3.118701e-01 4.268916e-01 4.209024e-01
RCUBE(8.000000e-01) -3.341257e-01 -5.744250e+00 3.749197e+00 0.640461 -0.420925 -0.642365 -0.766446 -0.297298 -0.569363 0.048685 0.856993 -0.513024  4.140260e-01 5.627613e-01 1.695207e-01
RCUBE(8.000000e-01) -2.583407e+00 3.579579e+00 1.445362e+00 -0.549933 0.646528 0.528748 0.403830 0.759983 -0.509262 -0.731091 -0.066536 -0.679028  3.978031e-01 4.339090e-01 3.350476e-01
RCUBE(8.000000e-01) 4.506114e+00 3.149555e+00 -1.754201e+00 0.315913 -0.695821 -0.645006 0.530810 -0.433856 0.728018 -0.786409 -0.572366 0.232287  4.566004e-01 3.127393e-01 3.660492e-01
RCUBE(8.000000e-01) -5.034807e+00 -2.025725e+00 -1.785194e+00 -0.627955 0.611792 0.481023 -0.428939 -0.787804 0.442013 0.649372 0.071235 0.757127  3.050832e-01 4.632738e-01 4.182705e-01
RCUBE(8.000000e-01) 1.706667e+00 1.773420e+00 -5.186878e+00 -0.263160 -0.581538 0.769779 0.319866 -0.805365 -0.499072 0.910183 0.114890 0.397954  6.283949e-01 3.984631e-01 3.043248e-01
RCUBE(8.000000e-01) -4.154708e+00 3.892968e+00 5.938389e-01 0.428708 0.774827 -0.464599 0.368427 0.319610 0.872990 0.824907 -0.545428 -0.148448  4.493316e-01 3.312189e-01 5.508569e-01
RCUBE(8.000000e-01) -1.382649e+00 -5.804802e+00 3.366275e+00 0.729968 0.290471 0.618687 -0.133665 -0.827051 0.546004 0.670284 -0.481262 -0.564894  3.867557e-01 5.224323e-01 2.151511e-01
RCUBE(8.000000e-01) 4.856274e+00 -2.909256e-01 -6.178701e+00 -0.224761 0.940074 -0.256403 -0.573089 0.085282 0.815043 0.788068 0.330132 0.519578  2.941488e-01 6.842962e-01 3.803154e-01
RCUBE(8.000000e-01) -4.984862e+00 -5.985774e+00 1.191490e+00 0.611174 0.770737 -0.180085 -0.635031 0.613303 0.469675 0.472443 -0.172694 0.864277  2.141516e-01 4.200527e-01 5.748360e-01
RCUBE(8.000000e-01) 1.337641e+00 2.631572e+00 -2.130124e+00 0.402562 -0.705318 -0.583498 -0.324398 -0.705982 0.629568 -0.855985 -0.064155 -0.513005  5.651104e-01 3.477345e-01 1.919402e-01
RCUBE(8.000000e-01) 1.607307e+00 1.269428e-01 -4.530348e+00 -0.893932 -0.131206 -0.428568 0.344675 -0.812469 -0.470205 -0.286505 -0.568048 0.771516  5.941727e-01 4.192481e-01 3.171592e-01
RCUBE(8.000000e-01) -2.213551e+00 1.174376e+00 4.141777e+00 0.609325 -0.630446 -0.480895 0.666679 0.079009 0.741145 -0.429258 -0.772201 0.468447  3.252439e-01 4.455493e-01 4.023383e-01
RCUBE(8.000000e-01) 5.226018e+00 -1.102083e+00 4.257079e+00 0.449277 0.805620 -0.386168 -0.445333 0.576669 0.684932 0.774486 -0.135751 0.617854  4.274559e-01 4.781542e-01 2.721890e-01
