2000 
-11.000000 11.000000
-11.000000 11.000000
-11.000000 11.000000
RCUBE(7.000000e-01) -1.372180e+00 -7.150254e+00 -2.759205e+00 -0.101517 0.443103 -0.890704 0.218293 0.883431 0.414605 0.970589 -0.152345 -0.186409  3
RCUBE(7.000000e-01) -4.225829e-01 6.790048e-01 2.990694e-01 -0.769390 -0.366819 -0.522957 0.261449 -0.927801 0.266138 -0.582824 0.068037 0.809745  0
RCUBE(7.000000e-01) 4.649729e+00 -2.586010e+00 2.038346e+00 -0.714840 0.430934 -0.550727 0.660193 0.156251 -0.734663 -0.230540 -0.888753 -0.396194  0
RCUBE(7.000000e-01) 3.115166e+00 5.978909e+00 -3.960542e+00 -0.923951 0.290395 -0.248967 -0.042926 0.568047 0.821876 0.380094 0.770060 -0.512383  0
RCUBE(7.000000e-01) -5.991724e+00 3.376994e-01 3.111568e+00 0.898286 -0.153769 -0.411628 0.438905 0.358944 0.823724 0.021088 -0.920605 0.389925  0
RCUBE(7.000000e-01) -4.141921e+00 -3.062863e+00 -4.451110e+00 0.075118 0.724180 -0.685507 -0.675943 -0.468429 -0.568925 -0.733116 0.506100 0.454317  0
RCUBE(7.000000e-01) -5.383169e+00 1.612378e+00 1.440571e+00 -0.934002 0.297129 0.198382 0.350952 0.659084 0.665163 0.066889 0.690886 -0.719863  0
RCUBE(7.000000e-01) -1.396183e+00 -1.128055e+00 -6.523689e+00 0.067365 -0.988524 0.135209 -0.109801 -0.142039 -0.983752 0.991668 0.051424 -0.118109  0
RCUBE(7.000000e-01) 7.843805e-01 9.292425e-01 -6.675996e+00 -0.020904 -0.987929 -0.153493 -0.038992 -0.152604 0.987518 -0.999021 0.026628 -0.035331  0
RCUBE(7.000000e-01) 4.880477e+00 2.880371e+00 -9.636934e-01 0.862860 0.386246 -0.326018 -0.471184 0.848107 -0.242282 0.182918 0.362669 0.913790  0
RCUBE(7.000000e-01) 5.063093e-01 -6.815706e+00 -3.787195e+00 -0.054848 0.860530 0.506439 -0.995684 -0.009107 -0.092358 -0.074865 -0.509319 0.857315  0
