2000 α=0.6 
-11.000000 11.000000
-11.000000 11.000000
-11.000000 11.000000
RCUBE(6.000000e-01) -3.765307e+00 -4.417995e+00 -5.018727e+00 0.486357 0.599995 0.635188 0.022596 0.718079 -0.695595 -0.873468 0.352660 0.335685  5.928227e-01 3.449242e-01 3.257677e-01
RCUBE(6.000000e-01) 3.951391e+00 -3.489816e+00 2.072199e+00 0.291919 0.487991 0.822586 0.597685 0.578366 -0.555216 -0.746696 0.653726 -0.122829  4.068388e-01 2.870742e-01 5.155947e-01
RCUBE(6.000000e-01) 6.299810e+00 -3.632004e+00 2.486733e+00 -0.820187 0.470179 -0.325921 0.075522 0.653695 0.752980 0.567089 0.592971 -0.571661  5.113577e-01 2.934248e-01 4.132130e-01
RCUBE(6.000000e-01) -2.783198e+00 -1.395460e+00 -1.823949e+00 -0.299056 -0.641696 0.706251 0.825733 0.196921 0.528571 -0.478258 0.741248 0.470979  5.097380e-01 3.691575e-01 3.050705e-01
RCUBE(6.000000e-01) -5.342963e-01 1.717273e+00 -3.049482e+00 0.093172 -0.477325 0.873773 -0.984280 -0.176405 0.008589 0.150038 -0.860838 -0.486257  7.361323e-01 2.817462e-01 3.689062e-01
RCUBE(6.000000e-01) -2.586609e+00 1.967064e+00 -1.679527e+00 -0.770878 -0.480289 0.418413 -0.615988 0.394835 -0.681663 0.162191 -0.783216 -0.600222  4.280787e-01 4.475337e-01 2.757479e-01
RCUBE(6.000000e-01) -6.858024e-01 2.777390e+00 -4.843530e+00 0.301443 -0.836350 -0.457876 -0.942504 -0.334035 -0.010352 -0.144289 0.434671 -0.888956  6.333536e-01 2.712925e-01 4.826353e-01
RCUBE(6.000000e-01) 1.738874e+00 -7.234099e+00 1.884200e+00 -0.196071 0.943429 -0.267392 0.841112 0.021635 -0.540428 -0.504071 -0.330869 -0.797771  4.190122e-01 6.787130e-01 2.649722e-01
RCUBE(6.000000e-01) 2.045262e+00 -3.045211e+00 -6.746391e+00 0.251647 -0.404529 -0.879221 -0.955460 -0.248560 -0.159105 -0.154176 0.880099 -0.449061  6.420019e-01 4.026344e-01 3.991530e-01
RCUBE(6.000000e-01) -1.961985e+00 3.220700e+00 -6.669690e+00 0.881851 0.468866 0.050032 0.432365 -0.761707 -0.482559 -0.188146 0.447177 -0.874433  5.532738e-01 2.098526e-01 5.366907e-01
RCUBE(6.000000e-01) -7.574496e+00 1.034439e+00 6.689452e-01 0.154483 0.927648 0.340005 0.987977 -0.142972 -0.058818 -0.005952 0.345004 -0.938582  6.318838e-01 3.284329e-01 4.239123e-01
RCUBE(6.000000e-01) 1.120168e+00 -1.522024e+00 -1.954950e+00 -0.217859 -0.251961 -0.942896 0.294135 0.904234 -0.309590 0.930603 -0.344786 -0.122885  5.081732e-01 4.038602e-01 5.501932e-01
RCUBE(6.000000e-01) 2.799295e+00 -2.422022e+00 -5.562443e+00 -0.937918 -0.121595 -0.324844 0.345927 -0.396434 -0.850397 -0.025376 -0.909975 0.413886  6.004231e-01 5.186847e-01 2.707853e-01
RCUBE(6.000000e-01) 5.183057e+00 8.224517e-01 -4.084941e+00 0.703932 -0.015567 -0.710097 0.699796 0.186239 0.689638 0.121512 -0.982381 0.141993  2.180622e-01 8.495330e-01 2.175150e-01
RCUBE(6.000000e-01) -6.328141e+00 -2.103505e+00 -1.087081e-01 -0.283648 0.721726 0.631391 -0.943161 -0.328885 -0.047769 0.173179 -0.609053 0.773992  7.190376e-01 1.736583e-01 3.549727e-01
RCUBE(6.000000e-01) 7.449172e+00 1.399490e+00 1.266784e+00 0.970709 0.178415 0.160912 0.012367 -0.705959 0.708145 0.239941 -0.685412 -0.687487  8.058934e-01 2.392922e-01 2.457463e-01
RCUBE(6.000000e-01) 2.605771e+00 1.999087e+00 -3.217099e+00 0.750104 -0.011490 0.661220 0.527373 0.613680 -0.587600 -0.399026 0.789471 0.466384  4.143298e-01 4.692972e-01 3.138945e-01
RCUBE(6.000000e-01) 2.630601e+00 2.552552e+00 -4.318641e+00 0.412884 0.568637 -0.711462 -0.384511 0.816955 0.429809 0.825638 0.096104 0.555955  4.935238e-01 4.778584e-01 2.645816e-01
RCUBE(6.000000e-01) -1.496034e-01 -2.784888e+00 -1.759410e-02 -0.791645 0.520063 0.320676 -0.440113 -0.121342 -0.889706 -0.423792 -0.845465 0.324946  3.275936e-01 4.670182e-01 5.674604e-01
RCUBE(6.000000e-01) -1.092312e+00 6.562850e+00 -1.589886e-01 0.770905 0.162550 -0.615859 -0.284706 0.952860 -0.104884 0.569779 0.256194 0.780844  2.845650e-01 7.315916e-01 3.178840e-01
RCUBE(6.000000e-01) 1.391605e+00 -8.432867e-01 4.321197e+00 0.588809 -0.755063 -0.288416 0.336091 -0.095802 0.936944 -0.735083 -0.648615 0.197361  2.597627e-01 3.171327e-01 7.050776e-01
RCUBE(6.000000e-01) 1.422084e+00 -1.773511e+00 6.266028e+00 -0.175640 0.188772 -0.966186 0.900066 0.428361 -0.079927 0.398789 -0.883669 -0.245145  4.309061e-01 3.547819e-01 6.506950e-01
RCUBE(6.000000e-01) 4.809004e-01 4.557577e+00 9.947588e-01 0.808877 0.285628 -0.513941 0.574576 -0.198418 0.794036 0.124823 -0.937575 -0.324611  3.654457e-01 6.785446e-01 3.195900e-01
RCUBE(6.000000e-01) -1.615363e+00 -8.500806e-01 3.934677e-01 -0.622581 -0.446170 -0.642904 -0.766346 0.513955 0.385441 0.158451 0.732655 -0.661899  4.355757e-01 3.875145e-01 3.215788e-01
RCUBE(6.000000e-01) 1.680476e+00 -4.953103e+00 5.631631e+00 0.877863 0.458430 0.138561 0.220900 -0.644309 0.732168 0.424923 -0.612134 -0.666882  6.003461e-01 2.261612e-01 3.695153e-01
RCUBE(6.000000e-01) 3.741118e+00 7.502287e-01 -7.706213e-01 0.455736 -0.630164 -0.628648 -0.596518 0.307974 -0.741160 0.660659 0.712773 -0.235549  3.055556e-01 3.780514e-01 4.099206e-01
RCUBE(6.000000e-01) -6.091123e+00 -1.759069e-01 2.703122e+00 0.309403 -0.657055 0.687422 -0.891500 0.051129 0.450127 -0.330905 -0.752107 -0.569945  6.186332e-01 3.668471e-01 2.187587e-01
RCUBE(6.000000e-01) 6.638767e-01 -1.239239e-01 4.593615e+00 0.788272 0.613839 -0.042776 -0.108839 0.070671 -0.991544 -0.605625 0.786262 0.122518  2.491892e-01 2.344194e-01 8.549106e-01
RCUBE(6.000000e-01) -4.719397e+00 3.637280e+00 -2.954552e+00 0.751758 -0.504926 0.424158 -0.628565 -0.354155 0.692445 -0.199416 -0.787162 -0.583618  3.986665e-01 4.544808e-01 2.982696e-01
RCUBE(6.000000e-01) -4.448510e+00 1.399981e+00 -3.212249e+00 0.345662 0.588954 -0.730514 0.921527 -0.066269 0.382618 0.176934 -0.805445 -0.565643  6.619075e-01 4.149440e-01 1.761322e-01
RCUBE(6.000000e-01) -8.210485e-01 3.773416e+00 6.634794e+00 -0.120235 0.500867 0.857133 0.910622 0.399491 -0.105705 -0.395361 0.767815 -0.504133  6.127953e-01 1.752738e-01 4.892212e-01
RCUBE(6.000000e-01) -4.386271e+00 6.034597e+00 -1.850238e+00 -0.569324 0.785918 -0.241254 0.639991 0.239493 -0.730106 -0.516025 -0.570067 -0.639329  2.689605e-01 4.666064e-01 3.959103e-01
RCUBE(6.000000e-01) 3.177722e+00 -3.961515e+00 2.552743e+00 -0.336957 -0.449202 -0.827453 0.606496 0.568659 -0.555688 0.720154 -0.689090 0.080826  3.737799e-01 3.276316e-01 5.230032e-01
RCUBE(6.000000e-01) 2.719968e+00 -3.353744e+00 -5.097559e+00 -0.440121 0.486100 0.754984 -0.044402 -0.851550 0.522390 0.896840 0.196391 0.396369  5.923700e-01 4.926140e-01 2.086580e-01
RCUBE(6.000000e-01) -5.772395e+00 3.314454e+00 1.576337e-01 -0.881823 0.468546 0.053418 0.398371 0.679512 0.616088 0.252367 0.564560 -0.785864  5.980679e-01 1.619754e-01 4.235669e-01
RCUBE(6.000000e-01) -7.575488e+00 1.566725e-01 -1.251595e+00 0.984817 -0.008622 0.173381 -0.137552 -0.648042 0.749080 0.105900 -0.761555 -0.639389  8.466095e-01 2.619048e-01 1.868223e-01
