1145
-4.754203e+00 4.754203e+00 
-4.754203e+00 4.754203e+00 
-4.754203e+00 4.754203e+00 
-2.533263e+00 2.787014e+00 1.781742e+00 9.609611e-01 
4.005931e+00 -1.332358e-01 4.296286e+00 1.063887e+00 
-1.437517e+00 -1.085139e+00 1.355918e+00 9.400452e-01 
-3.136801e+00 -4.652237e-01 4.438313e+00 9.434990e-01 
1.347822e+00 3.464119e+00 3.548918e+00 9.590279e-01 
-1.836527e+00 -1.646430e+00 3.409812e+00 8.691191e-01 
1.890776e+00 -7.016251e-01 -1.323034e+00 1.113973e+00 
4.477719e+00 -2.050565e+00 6.522767e-01 8.857498e-01 
-2.987579e+00 -1.173128e+00 1.148652e+00 8.539035e-01 
3.733835e+00 -3.156178e+00 -2.766824e-01 1.071707e+00 
-4.534121e+00 -3.150224e+00 3.333206e+00 7.857393e-01 
-3.584675e+00 1.716778e+00 -1.200399e+00 1.078600e+00 
-6.047772e-01 -3.379039e+00 -3.589607e+00 1.073878e+00 
-3.696775e+00 -3.233135e+00 2.436501e-01 9.088393e-01 
-3.498447e+00 3.706384e+00 -3.996911e+00 8.535039e-01 
2.654196e+00 3.161447e+00 -8.778311e-01 9.271693e-01 
2.961325e+00 3.901872e+00 3.653412e+00 8.301865e-01 
8.716367e-02 6.769795e-01 1.564476e+00 8.895971e-01 
-2.441304e+00 2.014537e+00 -3.175690e+00 8.564697e-01 
3.455420e+00 2.871122e+00 2.703349e+00 9.168920e-01 
-2.242403e+00 -2.294067e+00 -1.301366e+00 9.447214e-01 
1.648029e+00 3.787264e+00 -2.059073e+00 1.005177e+00 
1.484452e+00 2.951864e+00 -2.368610e+00 8.064106e-01 
4.516228e+00 2.679194e+00 -4.485865e+00 1.124835e+00 
-1.573072e+00 4.700411e+00 -2.358269e+00 1.087893e+00 
3.001171e+00 -2.291955e-01 5.210102e-01 7.747141e-01 
-1.778123e+00 4.598007e+00 4.690144e+00 8.900171e-01 
3.924383e-01 -1.475391e+00 3.266922e+00 8.619956e-01 
9.032537e-01 -2.881592e+00 -4.721235e+00 1.012195e+00 
-4.708599e+00 4.478079e-01 -1.807404e+00 9.680531e-01 
1.104127e+00 -4.293324e+00 1.846680e+00 1.067859e+00 
-2.093977e+00 1.477038e+00 3.052411e+00 9.733543e-01 
2.366162e+00 -1.432577e+00 -3.260797e+00 7.947781e-01 
-3.768229e+00 1.787341e+00 -4.292905e+00 8.351893e-01 
-3.696052e-01 4.639746e+00 1.958886e+00 9.817215e-01 
7.981828e-01 -4.127398e+00 -4.308227e+00 7.445472e-01 
-5.269406e-02 -4.122014e+00 2.712196e+00 7.709224e-01 
-2.595138e+00 -2.004933e+00 6.923615e-01 1.197354e+00 
-4.026790e+00 -1.822869e+00 -1.892304e+00 8.062859e-01 
-6.530102e-01 3.713385e+00 3.236528e+00 7.885870e-01 
-3.050422e+00 2.006967e+00 4.264350e+00 9.231362e-01 
2.404979e+00 2.929914e+00 -4.061742e+00 9.898573e-01 
3.615397e+00 -4.191751e+00 -1.607613e+00 1.332742e+00 
-1.160260e+00 -2.683922e+00 2.036737e+00 6.998108e-01 
-2.587150e+00 1.562426e+00 2.224073e+00 9.622628e-01 
-2.341443e+00 2.485949e+00 3.482934e+00 7.727882e-01 
3.289491e+00 -4.127075e+00 1.716759e+00 9.744046e-01 
-6.394573e-01 -7.029526e-03 -2.263070e+00 9.416329e-01 
-1.553168e+00 -1.937352e-01 -2.136226e+00 9.407220e-01 
-6.362503e-01 -4.191315e+00 -4.924095e-01 9.985808e-01 
-3.130200e-02 2.940805e-01 -6.807411e-01 7.330367e-01 
-4.207508e+00 -4.374327e+00 -3.859794e+00 8.134169e-01 
1.043729e+00 1.220733e+00 3.048652e+00 9.293310e-01 
3.358001e-01 2.592899e+00 1.564209e+00 9.124195e-01 
1.726088e+00 -4.676465e+00 3.607571e+00 8.447854e-01 
3.022742e+00 2.249606e+00 6.332647e-01 9.259094e-01 
-9.054590e-01 4.255396e+00 3.891894e+00 9.835726e-01 
-4.446589e+00 -2.792477e+00 6.653723e-01 8.714952e-01 
-1.110191e+00 2.819511e+00 2.252400e+00 1.039036e+00 
1.950451e+00 -4.695381e+00 -3.074422e+00 9.298687e-01 
4.698506e-01 -2.979591e+00 -3.785167e+00 8.576295e-01 
-5.907058e-01 1.132740e+00 1.107507e+00 9.682079e-01 
1.865806e-01 2.960759e+00 2.382037e+00 9.034112e-01 
3.713671e+00 -3.123361e-01 -3.145931e+00 1.099631e+00 
1.161386e+00 1.427271e+00 3.995894e+00 9.466952e-01 
-3.032320e+00 -3.983374e+00 3.138723e-02 9.410553e-01 
4.111123e+00 -1.336897e+00 1.212199e-01 1.038275e+00 
2.877282e+00 -4.484003e+00 2.579105e+00 1.066139e+00 
3.361650e+00 -1.721653e+00 1.507577e+00 7.975514e-01 
-1.535379e+00 1.872326e+00 -3.113020e+00 9.818471e-01 
4.433124e+00 -1.838985e-01 -1.384872e+00 7.195992e-01 
-1.473847e+00 3.128673e+00 3.276498e+00 1.220701e+00 
1.221397e-01 3.540320e+00 1.609676e+00 1.032137e+00 
1.704014e+00 -4.018850e+00 -1.283012e+00 9.277830e-01 
5.387114e-01 4.204799e+00 3.571443e+00 8.848857e-01 
9.941771e-01 2.786459e+00 -3.060991e+00 9.223113e-01 
1.877493e-01 -3.890769e+00 4.532309e+00 1.125931e+00 
3.017540e+00 -1.343341e+00 -2.708944e-01 7.431397e-01 
-4.466184e+00 4.221293e+00 4.195117e+00 8.207772e-01 
